typename,code,institution,specialty,Type,program,quota,matched
Internal Medicine,1547140C0,1547,140,C,0,7,7
Internal Medicine,1548140C0,1548,140,C,0,22,22
Internal Medicine,1548140C1,1548,140,C,1,1,1
Internal Medicine,1550140C0,1550,140,C,0,7,7
Internal Medicine,1551140C0,1551,140,C,0,8,8
Internal Medicine,1552140C0,1552,140,C,0,20,20
Internal Medicine,1552140C1,1552,140,C,1,1,1
Internal Medicine,1552140C2,1552,140,C,2,1,0
Internal Medicine,1553140C0,1553,140,C,0,17,17
Internal Medicine,1553140C3,1553,140,C,3,0,0
Internal Medicine,1553140C4,1553,140,C,4,1,1
Internal Medicine,1565140C0,1565,140,C,0,8,8
Internal Medicine,1566140C0,1566,140,C,0,20,20
Internal Medicine,1567140C0,1567,140,C,0,12,5
Internal Medicine,1571140C0,1571,140,C,0,10,10
Internal Medicine,1576140C0,1576,140,C,0,10,10
Internal Medicine,1579140C0,1579,140,C,0,9,9
Internal Medicine,1580140C0,1580,140,C,0,6,6
Internal Medicine,1584140C0,1584,140,C,0,4,4
Internal Medicine,1585140C0,1585,140,C,0,7,7
Internal Medicine,1588140C0,1588,140,C,0,16,16
Internal Medicine,1594140C0,1594,140,C,0,12,12
Internal Medicine,1597140C0,1597,140,C,0,9,9
Internal Medicine,1598140C0,1598,140,C,0,6,6
Internal Medicine,1599140C0,1599,140,C,0,29,29
Internal Medicine,1600140C0,1600,140,C,0,2,2
Internal Medicine,1601140C0,1601,140,C,0,8,8
Internal Medicine,1605140C0,1605,140,C,0,4,4
Internal Medicine,1608140C0,1608,140,C,0,6,6
Internal Medicine,1610140C0,1610,140,C,0,2,2
Internal Medicine,1615140C0,1615,140,C,0,3,3
Internal Medicine,1616140C0,1616,140,C,0,5,5
Internal Medicine,1617140C0,1617,140,C,0,19,19
Internal Medicine,1620140C0,1620,140,C,0,6,6
Internal Medicine,1628140C0,1628,140,C,0,41,41
Internal Medicine,1630140C0,1630,140,C,0,36,36
Internal Medicine,1631140C0,1631,140,C,0,10,10
Internal Medicine,1632140C0,1632,140,C,0,4,4
Internal Medicine,1636140C0,1636,140,C,0,4,4
Internal Medicine,1639140C0,1639,140,C,0,6,6
Internal Medicine,1646140C0,1646,140,C,0,30,30
Internal Medicine,1648140C0,1648,140,C,0,10,6
Internal Medicine,1648140C1,1648,140,C,1,1,0
Internal Medicine,1649140C0,1649,140,C,0,7,7
Internal Medicine,1652140C0,1652,140,C,0,26,26
Internal Medicine,1652140C1,1652,140,C,1,4,4
Internal Medicine,1657140C0,1657,140,C,0,9,9
Internal Medicine,1659140C0,1659,140,C,0,11,11
Internal Medicine,1661140C0,1661,140,C,0,4,4
Internal Medicine,1670140C0,1670,140,C,0,28,28
Internal Medicine,1674140C0,1674,140,C,0,5,5
Internal Medicine,1678140C0,1678,140,C,0,6,6
Internal Medicine,1680140C0,1680,140,C,0,24,24
Internal Medicine,1681140C0,1681,140,C,0,9,9
Internal Medicine,1683140C0,1683,140,C,0,10,10
Internal Medicine,1689140C0,1689,140,C,0,7,7
Internal Medicine,1699140C0,1699,140,C,0,3,3
Internal Medicine,1702140C0,1702,140,C,0,33,33
Internal Medicine,1706140C0,1706,140,C,0,9,9
Internal Medicine,1707140C0,1707,140,C,0,7,7
Internal Medicine,1710140C0,1710,140,C,0,1,1
Internal Medicine,1714140C0,1714,140,C,0,20,20
Internal Medicine,1714140C1,1714,140,C,1,14,14
Internal Medicine,1716140C0,1716,140,C,0,44,44
Internal Medicine,1719140C0,1719,140,C,0,5,5
Internal Medicine,1722140C0,1722,140,C,0,21,21
Internal Medicine,1722140C1,1722,140,C,1,5,5
Internal Medicine,1725140C0,1725,140,C,0,16,16
Internal Medicine,1732140C0,1732,140,C,0,24,24
Internal Medicine,1734140C0,1734,140,C,0,12,10
Internal Medicine,1737140C0,1737,140,C,0,27,27
Internal Medicine,1743140C0,1743,140,C,0,24,22
Internal Medicine,1743140C1,1743,140,C,1,2,2
Internal Medicine,1743140C2,1743,140,C,2,1,1
Internal Medicine,1748140C0,1748,140,C,0,4,4
Internal Medicine,1756140C0,1756,140,C,0,5,5
Internal Medicine,1774140C0,1774,140,C,0,5,5
Internal Medicine,1779140C0,1779,140,C,0,21,21
Internal Medicine,1780140C0,1780,140,C,0,2,2
Internal Medicine,1784140C0,1784,140,C,0,27,27
Internal Medicine,1784140C1,1784,140,C,1,2,2
Internal Medicine,1784140C2,1784,140,C,2,0,0
Internal Medicine,1787140C0,1787,140,C,0,12,12
Internal Medicine,1800140C0,1800,140,C,0,15,15
Internal Medicine,1801140C0,1801,140,C,0,25,25
Internal Medicine,1802140C0,1802,140,C,0,20,20
Internal Medicine,1803140C0,1803,140,C,0,6,6
Internal Medicine,1812140C0,1812,140,C,0,6,6
Internal Medicine,1820140C0,1820,140,C,0,35,35
Internal Medicine,1822140C0,1822,140,C,0,21,21
Internal Medicine,1824140C0,1824,140,C,0,24,24
Internal Medicine,1837140C0,1837,140,C,0,12,12
Internal Medicine,1839140C0,1839,140,C,0,7,6
Internal Medicine,1844140C0,1844,140,C,0,18,18
Internal Medicine,1846140C0,1846,140,C,0,3,3
Internal Medicine,1848140C0,1848,140,C,0,18,18
Internal Medicine,1849140C0,1849,140,C,0,28,28
Internal Medicine,1852140C0,1852,140,C,0,14,13
Internal Medicine,1873140C0,1873,140,C,0,8,8
Internal Medicine,1875140C0,1875,140,C,0,3,3
Internal Medicine,1893140C0,1893,140,C,0,7,7
Internal Medicine,1898140C0,1898,140,C,0,7,7
Internal Medicine,1900140C0,1900,140,C,0,23,23
Internal Medicine,1902140C0,1902,140,C,0,6,6
Internal Medicine,1903140C0,1903,140,C,0,8,1
Internal Medicine,1905140C0,1905,140,C,0,2,2
Internal Medicine,1915140C0,1915,140,C,0,3,3
Internal Medicine,1918140C0,1918,140,C,0,28,28
Internal Medicine,1921140C0,1921,140,C,0,8,8
Internal Medicine,1943140C0,1943,140,C,0,3,3
Internal Medicine,1946140C0,1946,140,C,0,9,9
Internal Medicine,1956140C0,1956,140,C,0,30,30
Internal Medicine,1957140C0,1957,140,C,0,19,15
Internal Medicine,1959140C0,1959,140,C,0,6,6
Internal Medicine,1959140C1,1959,140,C,1,2,2
Internal Medicine,1962140C0,1962,140,C,0,18,18
Internal Medicine,1963140C0,1963,140,C,0,13,13
Internal Medicine,1966140C0,1966,140,C,0,14,14
Internal Medicine,1968140C0,1968,140,C,0,26,26
Internal Medicine,1971140C0,1971,140,C,0,7,5
Internal Medicine,1977140C0,1977,140,C,0,3,3
Internal Medicine,1978140C0,1978,140,C,0,11,11
Internal Medicine,1985140C0,1985,140,C,0,15,12
Internal Medicine,1994140C0,1994,140,C,0,13,13
Internal Medicine,1999140C0,1999,140,C,0,4,4
Internal Medicine,2003140C0,2003,140,C,0,3,3
Internal Medicine,2011140C0,2011,140,C,0,14,14
Internal Medicine,2017140C0,2017,140,C,0,10,10
Internal Medicine,2028140C0,2028,140,C,0,11,11
Internal Medicine,2039140C0,2039,140,C,0,7,6
Internal Medicine,2046140C0,2046,140,C,0,11,11
Internal Medicine,2055140C0,2055,140,C,0,11,11
Internal Medicine,2062140C0,2062,140,C,0,12,12
Internal Medicine,2066140C0,2066,140,C,0,5,5
Internal Medicine,2070140C0,2070,140,C,0,45,45
Internal Medicine,2077140C0,2077,140,C,0,7,7
Internal Medicine,2090140C0,2090,140,C,0,15,15
Internal Medicine,2099140C0,2099,140,C,0,10,10
Internal Medicine,2101140C0,2101,140,C,0,5,4
Internal Medicine,2135140C0,2135,140,C,0,11,11
Internal Medicine,2193140C0,2193,140,C,0,16,16
Internal Medicine,2247140C0,2247,140,C,0,39,39
Internal Medicine,2436140C0,2436,140,C,0,9,9
Internal Medicine,2727140C0,2727,140,C,0,9,9
Internal Medicine,2805140C0,2805,140,C,0,7,7
Internal Medicine,2835140C0,2835,140,C,0,48,48
Internal Medicine,2918140C0,2918,140,C,0,23,23
Internal Medicine,2919140C0,2919,140,C,0,23,23
Internal Medicine,2922140C0,2922,140,C,0,12,12
Internal Medicine,2923140C0,2923,140,C,0,35,31
Internal Medicine,2950140C0,2950,140,C,0,18,8
Internal Medicine,2973140C0,2973,140,C,0,9,9
Internal Medicine,2978140C0,2978,140,C,0,41,41
Internal Medicine,2980140C0,2980,140,C,0,6,6
Internal Medicine,2993140C0,2993,140,C,0,4,4
Internal Medicine,2998140C0,2998,140,C,0,14,14
Internal Medicine,3012140C0,3012,140,C,0,17,17
Internal Medicine,3050140C0,3050,140,C,0,18,18
Internal Medicine,3053140C0,3053,140,C,0,18,18
Internal Medicine,3054140C0,3054,140,C,0,7,7
Internal Medicine,3057140C0,3057,140,C,0,11,11
Internal Medicine,3066140C0,3066,140,C,0,10,10
Internal Medicine,3073140C0,3073,140,C,0,20,20
Internal Medicine,3092140C0,3092,140,C,0,5,5
Internal Medicine,3099140C0,3099,140,C,0,14,14
Internal Medicine,3099140C5,3099,140,C,5,9,9
Internal Medicine,3113140C0,3113,140,C,0,2,0
Internal Medicine,3118140C0,3118,140,C,0,4,4
Internal Medicine,3124140C0,3124,140,C,0,11,11
Internal Medicine,3130140C0,3130,140,C,0,9,9
Internal Medicine,3153140C0,3153,140,C,0,38,38
Internal Medicine,3153140C1,3153,140,C,1,5,5
Internal Medicine,3172140C0,3172,140,C,0,16,16
Internal Medicine,3172140C1,3172,140,C,1,2,2
Internal Medicine,3172140C2,3172,140,C,2,1,1
Internal Medicine,3172140C3,3172,140,C,3,0,0
Internal Medicine,3185140C0,3185,140,C,0,3,3
Internal Medicine,3187140C0,3187,140,C,0,4,4
Internal Medicine,3194140C0,3194,140,C,0,4,4
Internal Medicine,3194140C1,3194,140,C,1,2,0
Internal Medicine,3200140C0,3200,140,C,0,10,10
Internal Medicine,3211140C0,3211,140,C,0,5,5
Internal Medicine,3350140C0,3350,140,C,0,10,10
Internal Medicine,1024140M0,1024,140,M,0,2,2
Internal Medicine,1041140M0,1041,140,M,0,5,5
Internal Medicine,1046140M0,1046,140,M,0,3,3
Internal Medicine,1062140M0,1062,140,M,0,10,10
Internal Medicine,1062140M1,1062,140,M,1,6,6
Internal Medicine,1076140M0,1076,140,M,0,10,10
Internal Medicine,1089140M0,1089,140,M,0,14,14
Internal Medicine,1094140M0,1094,140,M,0,5,5
Internal Medicine,1113140M0,1113,140,M,0,8,8
Internal Medicine,1127140M0,1127,140,M,0,3,3
Internal Medicine,1189140M0,1189,140,M,0,2,2
Internal Medicine,1237140M0,1237,140,M,0,6,6
Internal Medicine,1257140M0,1257,140,M,0,5,5
Internal Medicine,1261140M0,1261,140,M,0,8,8
Internal Medicine,1265140M0,1265,140,M,0,8,8
Internal Medicine,1265140M1,1265,140,M,1,4,4
Internal Medicine,1268140M0,1268,140,M,0,8,8
Internal Medicine,1269140M0,1269,140,M,0,0,0
Internal Medicine,1377140M0,1377,140,M,0,4,4
Internal Medicine,1419140M0,1419,140,M,0,4,4
Internal Medicine,1420140M0,1420,140,M,0,10,10
Internal Medicine,1425140M0,1425,140,M,0,2,2
Internal Medicine,1429140M0,1429,140,M,0,10,0
Internal Medicine,1438140M0,1438,140,M,0,2,2
Internal Medicine,1452140M0,1452,140,M,0,2,2
Internal Medicine,1491140M0,1491,140,M,0,9,9
Internal Medicine,1492140M0,1492,140,M,0,4,4
Internal Medicine,1495140M0,1495,140,M,0,2,2
Internal Medicine,1500140M0,1500,140,M,0,3,3
Internal Medicine,1515140M0,1515,140,M,0,8,8
Internal Medicine,1537140M0,1537,140,M,0,4,4
Internal Medicine,1628140M0,1628,140,M,0,6,6
Internal Medicine,1676140M0,1676,140,M,0,7,7
Internal Medicine,1677140M0,1677,140,M,0,8,8
Internal Medicine,1734140M0,1734,140,M,0,0,0
Internal Medicine,1737140M0,1737,140,M,0,3,3
Internal Medicine,1756140M0,1756,140,M,0,4,4
Internal Medicine,1779140M0,1779,140,M,0,1,1
Internal Medicine,1784140M0,1784,140,M,0,1,1
Internal Medicine,1802140M0,1802,140,M,0,5,5
Internal Medicine,1844140M0,1844,140,M,0,0,0
Internal Medicine,1848140M0,1848,140,M,0,5,5
Internal Medicine,1918140M0,1918,140,M,0,10,10
Internal Medicine,1918140M1,1918,140,M,1,6,6
Internal Medicine,1968140M0,1968,140,M,0,1,1
Internal Medicine,2919140M0,2919,140,M,0,2,2
Internal Medicine,2978140M0,2978,140,M,0,8,8
Internal Medicine,3056140M0,3056,140,M,0,6,6
Internal Medicine,3116140M0,3116,140,M,0,12,12
Internal Medicine,3153140M0,3153,140,M,0,5,5
Internal Medicine,3172140M0,3172,140,M,0,3,3
Internal Medicine,1006140P0,1006,140,P,0,1,0
Internal Medicine,1007140P0,1007,140,P,0,4,4
Internal Medicine,1009140P0,1009,140,P,0,3,3
Internal Medicine,1011140P0,1011,140,P,0,11,11
Internal Medicine,1012140P0,1012,140,P,0,10,10
Internal Medicine,1015140P0,1015,140,P,0,9,9
Internal Medicine,1018140P0,1018,140,P,0,3,3
Internal Medicine,1022140P0,1022,140,P,0,12,12
Internal Medicine,1024140P0,1024,140,P,0,13,13
Internal Medicine,1025140P0,1025,140,P,0,7,7
Internal Medicine,1030140P0,1030,140,P,0,10,10
Internal Medicine,1033140P0,1033,140,P,0,1,1
Internal Medicine,1040140P0,1040,140,P,0,4,4
Internal Medicine,1041140P0,1041,140,P,0,13,13
Internal Medicine,1042140P0,1042,140,P,0,6,6
Internal Medicine,1043140P0,1043,140,P,0,20,20
Internal Medicine,1043140P1,1043,140,P,1,3,1
Internal Medicine,1044140P0,1044,140,P,0,3,3
Internal Medicine,1046140P0,1046,140,P,0,6,6
Internal Medicine,1049140P0,1049,140,P,0,10,10
Internal Medicine,1057140P0,1057,140,P,0,8,8
Internal Medicine,1061140P0,1061,140,P,0,14,14
Internal Medicine,1063140P0,1063,140,P,0,12,12
Internal Medicine,1064140P0,1064,140,P,0,4,4
Internal Medicine,1067140P0,1067,140,P,0,6,6
Internal Medicine,1074140P0,1074,140,P,0,10,10
Internal Medicine,1076140P0,1076,140,P,0,4,4
Internal Medicine,1076140P1,1076,140,P,1,5,4
Internal Medicine,1080140P0,1080,140,P,0,3,3
Internal Medicine,1081140P0,1081,140,P,0,4,4
Internal Medicine,1082140P0,1082,140,P,0,7,7
Internal Medicine,1089140P0,1089,140,P,0,9,9
Internal Medicine,1089140P1,1089,140,P,1,5,5
Internal Medicine,1089140P2,1089,140,P,2,1,1
Internal Medicine,1089140P3,1089,140,P,3,1,1
Internal Medicine,1090140P0,1090,140,P,0,5,5
Internal Medicine,1093140P0,1093,140,P,0,4,4
Internal Medicine,1094140P0,1094,140,P,0,5,5
Internal Medicine,1094140P1,1094,140,P,1,1,1
Internal Medicine,1095140P0,1095,140,P,0,2,2
Internal Medicine,1096140P0,1096,140,P,0,3,1
Internal Medicine,1099140P0,1099,140,P,0,6,6
Internal Medicine,1101140P0,1101,140,P,0,4,4
Internal Medicine,1104140P0,1104,140,P,0,10,10
Internal Medicine,1105140P0,1105,140,P,0,7,7
Internal Medicine,1107140P0,1107,140,P,0,2,2
Internal Medicine,1113140P0,1113,140,P,0,0,0
Internal Medicine,1116140P0,1116,140,P,0,3,3
Internal Medicine,1132140P0,1132,140,P,0,1,1
Internal Medicine,1137140P0,1137,140,P,0,8,8
Internal Medicine,1147140P0,1147,140,P,0,6,6
Internal Medicine,1147140P1,1147,140,P,1,6,6
Internal Medicine,1150140P0,1150,140,P,0,7,7
Internal Medicine,1150140P1,1150,140,P,1,5,5
Internal Medicine,1160140P0,1160,140,P,0,9,9
Internal Medicine,1160140P1,1160,140,P,1,0,0
Internal Medicine,1168140P0,1168,140,P,0,6,6
Internal Medicine,1170140P0,1170,140,P,0,10,10
Internal Medicine,1172140P0,1172,140,P,0,6,6
Internal Medicine,1173140P0,1173,140,P,0,1,1
Internal Medicine,1175140P0,1175,140,P,0,3,2
Internal Medicine,1176140P0,1176,140,P,0,11,11
Internal Medicine,1189140P0,1189,140,P,0,7,7
Internal Medicine,1201140P0,1201,140,P,0,2,0
Internal Medicine,1203140P0,1203,140,P,0,4,4
Internal Medicine,1203140P1,1203,140,P,1,6,5
Internal Medicine,1208140P0,1208,140,P,0,3,3
Internal Medicine,1208140P2,1208,140,P,2,8,3
Internal Medicine,1208140P3,1208,140,P,3,3,2
Internal Medicine,1208140P4,1208,140,P,4,2,2
Internal Medicine,1208140P5,1208,140,P,5,2,0
Internal Medicine,1208140P7,1208,140,P,7,1,1
Internal Medicine,1217140P0,1217,140,P,0,13,13
Internal Medicine,1221140P0,1221,140,P,0,6,6
Internal Medicine,1224140P0,1224,140,P,0,9,9
Internal Medicine,1232140P0,1232,140,P,0,10,10
Internal Medicine,1237140P0,1237,140,P,0,5,5
Internal Medicine,1240140P0,1240,140,P,0,5,5
Internal Medicine,1241140P0,1241,140,P,0,7,7
Internal Medicine,1242140P0,1242,140,P,0,3,3
Internal Medicine,1245140P0,1245,140,P,0,14,14
Internal Medicine,1247140P0,1247,140,P,0,2,1
Internal Medicine,1250140P0,1250,140,P,0,6,6
Internal Medicine,1251140P0,1251,140,P,0,5,5
Internal Medicine,1252140P0,1252,140,P,0,19,7
Internal Medicine,1252140P1,1252,140,P,1,0,0
Internal Medicine,1256140P0,1256,140,P,0,12,12
Internal Medicine,1256140P1,1256,140,P,1,2,2
Internal Medicine,1257140P0,1257,140,P,0,15,15
Internal Medicine,1258140P0,1258,140,P,0,12,10
Internal Medicine,1261140P0,1261,140,P,0,11,11
Internal Medicine,1265140P0,1265,140,P,0,16,16
Internal Medicine,1266140P0,1266,140,P,0,6,6
Internal Medicine,1266140P1,1266,140,P,1,2,2
Internal Medicine,1269140P0,1269,140,P,0,12,12
Internal Medicine,1281140P0,1281,140,P,0,5,5
Internal Medicine,1284140P0,1284,140,P,0,4,4
Internal Medicine,1286140P0,1286,140,P,0,4,4
Internal Medicine,1290140P0,1290,140,P,0,14,14
Internal Medicine,1292140P0,1292,140,P,0,9,8
Internal Medicine,1300140P0,1300,140,P,0,1,1
Internal Medicine,1328140P0,1328,140,P,0,5,5
Internal Medicine,1334140P0,1334,140,P,0,2,2
Internal Medicine,1343140P0,1343,140,P,0,8,7
Internal Medicine,1353140P0,1353,140,P,0,5,5
Internal Medicine,1364140P0,1364,140,P,0,2,2
Internal Medicine,1365140P0,1365,140,P,0,8,8
Internal Medicine,1372140P0,1372,140,P,0,10,10
Internal Medicine,1376140P0,1376,140,P,0,8,8
Internal Medicine,1377140P0,1377,140,P,0,3,3
Internal Medicine,1378140P0,1378,140,P,0,6,4
Internal Medicine,1380140P0,1380,140,P,0,5,5
Internal Medicine,1383140P0,1383,140,P,0,2,1
Internal Medicine,1386140P0,1386,140,P,0,1,1
Internal Medicine,1390140P0,1390,140,P,0,2,2
Internal Medicine,1393140P0,1393,140,P,0,1,1
Internal Medicine,1394140P0,1394,140,P,0,6,4
Internal Medicine,1395140P0,1395,140,P,0,6,6
Internal Medicine,1396140P0,1396,140,P,0,4,4
Internal Medicine,1397140P0,1397,140,P,0,4,4
Internal Medicine,1398140P0,1398,140,P,0,10,10
Internal Medicine,1398140P2,1398,140,P,2,4,4
Internal Medicine,1405140P0,1405,140,P,0,5,5
Internal Medicine,1414140P0,1414,140,P,0,5,5
Internal Medicine,1419140P0,1419,140,P,0,2,2
Internal Medicine,1426140P0,1426,140,P,0,12,9
Internal Medicine,1426140P1,1426,140,P,1,5,5
Internal Medicine,1427140P0,1427,140,P,0,10,3
Internal Medicine,1428140P0,1428,140,P,0,13,13
Internal Medicine,1442140P0,1442,140,P,0,1,1
Internal Medicine,1445140P0,1445,140,P,0,8,7
Internal Medicine,1448140P0,1448,140,P,0,5,5
Internal Medicine,1450140P0,1450,140,P,0,5,5
Internal Medicine,1452140P0,1452,140,P,0,2,0
Internal Medicine,1455140P0,1455,140,P,0,15,15
Internal Medicine,1459140P0,1459,140,P,0,4,4
Internal Medicine,1467140P0,1467,140,P,0,13,13
Internal Medicine,1470140P0,1470,140,P,0,17,17
Internal Medicine,1470140P1,1470,140,P,1,1,1
Internal Medicine,1473140P0,1473,140,P,0,3,3
Internal Medicine,1477140P0,1477,140,P,0,4,3
Internal Medicine,1483140P0,1483,140,P,0,16,16
Internal Medicine,1484140P0,1484,140,P,0,2,2
Internal Medicine,1489140P0,1489,140,P,0,5,3
Internal Medicine,1490140P0,1490,140,P,0,12,12
Internal Medicine,1491140P0,1491,140,P,0,8,8
Internal Medicine,1495140P0,1495,140,P,0,5,5
Internal Medicine,1495140P1,1495,140,P,1,2,2
Internal Medicine,1500140P0,1500,140,P,0,15,15
Internal Medicine,1510140P0,1510,140,P,0,2,2
Internal Medicine,1511140P0,1511,140,P,0,6,6
Internal Medicine,1514140P0,1514,140,P,0,7,7
Internal Medicine,1515140P0,1515,140,P,0,11,11
Internal Medicine,1516140P0,1516,140,P,0,7,7
Internal Medicine,1527140P0,1527,140,P,0,6,6
Internal Medicine,1529140P0,1529,140,P,0,5,2
Internal Medicine,1529140P1,1529,140,P,1,1,1
Internal Medicine,1534140P0,1534,140,P,0,2,2
Internal Medicine,1537140P0,1537,140,P,0,6,6
Internal Medicine,1541140P0,1541,140,P,0,5,5
Internal Medicine,1542140P0,1542,140,P,0,4,3
Internal Medicine,1547140P0,1547,140,P,0,10,10
Internal Medicine,1548140P0,1548,140,P,0,5,5
Internal Medicine,1550140P0,1550,140,P,0,6,4
Internal Medicine,1551140P0,1551,140,P,0,8,8
Internal Medicine,1552140P0,1552,140,P,0,7,6
Internal Medicine,1552140P1,1552,140,P,1,2,2
Internal Medicine,1553140P0,1553,140,P,0,12,12
Internal Medicine,1553140P1,1553,140,P,1,1,1
Internal Medicine,1566140P0,1566,140,P,0,4,4
Internal Medicine,1567140P0,1567,140,P,0,12,12
Internal Medicine,1579140P0,1579,140,P,0,4,4
Internal Medicine,1585140P0,1585,140,P,0,4,4
Internal Medicine,1588140P0,1588,140,P,0,8,8
Internal Medicine,1594140P0,1594,140,P,0,2,2
Internal Medicine,1597140P0,1597,140,P,0,3,3
Internal Medicine,1598140P0,1598,140,P,0,3,3
Internal Medicine,1599140P0,1599,140,P,0,4,3
Internal Medicine,1600140P0,1600,140,P,0,8,8
Internal Medicine,1608140P0,1608,140,P,0,5,5
Internal Medicine,1615140P0,1615,140,P,0,1,0
Internal Medicine,1617140P0,1617,140,P,0,10,9
Internal Medicine,1628140P0,1628,140,P,0,3,3
Internal Medicine,1630140P0,1630,140,P,0,7,7
Internal Medicine,1630140P1,1630,140,P,1,2,2
Internal Medicine,1631140P0,1631,140,P,0,9,9
Internal Medicine,1632140P0,1632,140,P,0,11,11
Internal Medicine,1636140P0,1636,140,P,0,1,1
Internal Medicine,1636140P1,1636,140,P,1,2,2
Internal Medicine,1639140P0,1639,140,P,0,14,14
Internal Medicine,1648140P0,1648,140,P,0,7,7
Internal Medicine,1648140P1,1648,140,P,1,3,3
Internal Medicine,1652140P0,1652,140,P,0,9,6
Internal Medicine,1661140P0,1661,140,P,0,2,2
Internal Medicine,1670140P0,1670,140,P,0,7,7
Internal Medicine,1670140P1,1670,140,P,1,4,4
Internal Medicine,1678140P0,1678,140,P,0,5,5
Internal Medicine,1680140P0,1680,140,P,0,5,5
Internal Medicine,1681140P0,1681,140,P,0,1,1
Internal Medicine,1683140P0,1683,140,P,0,3,3
Internal Medicine,1699140P0,1699,140,P,0,1,1
Internal Medicine,1702140P0,1702,140,P,0,5,5
Internal Medicine,1702140P1,1702,140,P,1,5,5
Internal Medicine,1706140P0,1706,140,P,0,2,2
Internal Medicine,1714140P0,1714,140,P,0,8,8
Internal Medicine,1714140P1,1714,140,P,1,5,5
Internal Medicine,1714140P2,1714,140,P,2,1,1
Internal Medicine,1714140P3,1714,140,P,3,2,2
Internal Medicine,1716140P0,1716,140,P,0,16,16
Internal Medicine,1719140P0,1719,140,P,0,6,6
Internal Medicine,1722140P0,1722,140,P,0,7,7
Internal Medicine,1722140P1,1722,140,P,1,2,2
Internal Medicine,1722140P2,1722,140,P,2,3,3
Internal Medicine,1725140P0,1725,140,P,0,8,8
Internal Medicine,1732140P0,1732,140,P,0,13,13
Internal Medicine,1732140P1,1732,140,P,1,3,3
Internal Medicine,1734140P0,1734,140,P,0,7,7
Internal Medicine,1737140P0,1737,140,P,0,4,3
Internal Medicine,1743140P0,1743,140,P,0,20,20
Internal Medicine,1748140P0,1748,140,P,0,5,1
Internal Medicine,1756140P0,1756,140,P,0,6,6
Internal Medicine,1784140P0,1784,140,P,0,12,7
Internal Medicine,1800140P0,1800,140,P,0,14,14
Internal Medicine,1801140P0,1801,140,P,0,14,11
Internal Medicine,1802140P0,1802,140,P,0,9,9
Internal Medicine,1820140P0,1820,140,P,0,9,9
Internal Medicine,1822140P0,1822,140,P,0,15,12
Internal Medicine,1824140P0,1824,140,P,0,13,13
Internal Medicine,1824140P1,1824,140,P,1,2,2
Internal Medicine,1844140P0,1844,140,P,0,9,7
Internal Medicine,1844140P1,1844,140,P,1,4,4
Internal Medicine,1846140P0,1846,140,P,0,2,2
Internal Medicine,1846140P1,1846,140,P,1,2,2
Internal Medicine,1848140P0,1848,140,P,0,2,2
Internal Medicine,1849140P0,1849,140,P,0,20,20
Internal Medicine,1852140P0,1852,140,P,0,6,6
Internal Medicine,1875140P0,1875,140,P,0,5,5
Internal Medicine,1893140P0,1893,140,P,0,8,8
Internal Medicine,1898140P0,1898,140,P,0,4,4
Internal Medicine,1900140P0,1900,140,P,0,6,6
Internal Medicine,1902140P0,1902,140,P,0,2,2
Internal Medicine,1903140P0,1903,140,P,0,3,3
Internal Medicine,1905140P0,1905,140,P,0,2,1
Internal Medicine,1915140P0,1915,140,P,0,6,1
Internal Medicine,1918140P0,1918,140,P,0,10,5
Internal Medicine,1943140P0,1943,140,P,0,4,4
Internal Medicine,1946140P0,1946,140,P,0,2,1
Internal Medicine,1957140P0,1957,140,P,0,3,3
Internal Medicine,1957140P2,1957,140,P,2,3,3
Internal Medicine,1959140P0,1959,140,P,0,9,9
Internal Medicine,1962140P0,1962,140,P,0,7,7
Internal Medicine,1962140P1,1962,140,P,1,3,1
Internal Medicine,1963140P0,1963,140,P,0,14,14
Internal Medicine,1966140P0,1966,140,P,0,8,8
Internal Medicine,1968140P0,1968,140,P,0,2,2
Internal Medicine,1968140P1,1968,140,P,1,7,3
Internal Medicine,1971140P0,1971,140,P,0,2,2
Internal Medicine,1977140P0,1977,140,P,0,8,8
Internal Medicine,1978140P0,1978,140,P,0,1,1
Internal Medicine,1985140P0,1985,140,P,0,9,9
Internal Medicine,1994140P0,1994,140,P,0,3,3
Internal Medicine,1999140P0,1999,140,P,0,4,4
Internal Medicine,2017140P0,2017,140,P,0,7,5
Internal Medicine,2028140P0,2028,140,P,0,6,6
Internal Medicine,2046140P0,2046,140,P,0,4,4
Internal Medicine,2055140P0,2055,140,P,0,7,7
Internal Medicine,2062140P0,2062,140,P,0,2,2
Internal Medicine,2066140P0,2066,140,P,0,4,4
Internal Medicine,2070140P0,2070,140,P,0,23,23
Internal Medicine,2090140P0,2090,140,P,0,13,11
Internal Medicine,2090140P1,2090,140,P,1,2,2
Internal Medicine,2099140P0,2099,140,P,0,2,2
Internal Medicine,2135140P0,2135,140,P,0,5,5
Internal Medicine,2193140P0,2193,140,P,0,11,11
Internal Medicine,2247140P0,2247,140,P,0,6,6
Internal Medicine,2247140P1,2247,140,P,1,2,2
Internal Medicine,2727140P0,2727,140,P,0,10,10
Internal Medicine,2835140P0,2835,140,P,0,6,6
Internal Medicine,2918140P0,2918,140,P,0,7,6
Internal Medicine,2919140P0,2919,140,P,0,4,0
Internal Medicine,2922140P0,2922,140,P,0,4,4
Internal Medicine,2923140P0,2923,140,P,0,16,16
Internal Medicine,2923140P1,2923,140,P,1,2,2
